transaction_id,timestamp,stock_symbol,price,quantity,order_type,exchange
tx_0008934,2025-06-10 09:30:01,MCD,248.1,348,sell,NYSE
tx_0004235,2025-06-10 09:30:03,AAPL,151.24,533,sell,NASDAQ
tx_0004785,2025-06-10 09:30:05,MCD,251.68,901,buy,NYSE
tx_0007118,2025-06-10 09:30:07,WMT,139.23,655,buy,NYSE
tx_0003300,2025-06-10 09:30:13,DIS,178.21,379,buy,NYSE
tx_0000110,2025-06-10 09:30:15,NVDA,199.59,694,sell,NASDAQ
tx_0003256,2025-06-10 09:30:15,ADBE,600.76,681,buy,NASDAQ
tx_0006506,2025-06-10 09:30:17,V,220.69,427,buy,NYSE
tx_0003399,2025-06-10 09:30:18,MA,352.05,813,buy,NYSE
tx_0003237,2025-06-10 09:30:18,PEP,149.08,907,sell,NYSE
tx_0001016,2025-06-10 09:30:19,FB,332.62,959,sell,NASDAQ
tx_0001568,2025-06-10 09:30:21,AAPL,150.42,958,buy,NASDAQ
tx_0007221,2025-06-10 09:30:22,TSLA,700.65,250,buy,NASDAQ
tx_0006477,2025-06-10 09:30:25,MSFT,300.68,740,buy,NASDAQ
tx_0007627,2025-06-10 09:30:30,DIS,180.12,219,sell,NYSE
tx_0001814,2025-06-10 09:30:34,FB,331.34,307,buy,NASDAQ
tx_0008589,2025-06-10 09:30:34,TSLA,693.88,377,buy,NASDAQ
tx_0009737,2025-06-10 09:30:34,BRK.B,278.78,463,sell,NYSE
tx_0007773,2025-06-10 09:30:41,MCD,249.14,220,buy,NYSE
tx_0004589,2025-06-10 09:30:41,JNJ,170.11,270,sell,NYSE
tx_0001707,2025-06-10 09:30:43,ADBE,603.7,204,buy,NASDAQ
tx_0004243,2025-06-10 09:30:43,NFLX,496.35,831,sell,NASDAQ
tx_0000773,2025-06-10 09:30:45,DIS,182.37,641,sell,NYSE
tx_0005999,2025-06-10 09:30:50,DIS,181.54,751,buy,NYSE
tx_0000345,2025-06-10 09:30:51,MA,349.06,956,sell,NYSE
tx_0000959,2025-06-10 09:30:52,PYPL,249.23,214,sell,NASDAQ
tx_0004984,2025-06-10 09:30:54,AAPL,149.39,148,sell,NASDAQ
tx_0000152,2025-06-10 09:30:59,GOOGL,2822.7,294,sell,NASDAQ
tx_0002050,2025-06-10 09:31:01,DIS,182.1,170,sell,
tx_0009307,2025-06-10 09:31:03,DIS,179.47,344,sell,NYSE
tx_0003803,2025-06-10 09:31:08,MSFT,300.93,144,buy,NASDAQ
tx_0002233,2025-06-10 09:31:12,MCD,248.81,232,buy,NYSE
tx_0000967,2025-06-10 09:31:15,NVDA,200.72,218,buy,NASDAQ
tx_0005563,2025-06-10 09:31:17,ADBE,603.37,996,sell,NASDAQ
tx_0005888,2025-06-10 09:31:18,DIS,181.87,823,sell,NYSE
tx_0007400,2025-06-10 09:31:24,DIS,180.99,113,buy,NYSE
