transaction_id,timestamp,stock_symbol,price,quantity,order_type,exchange
tx_0007883,2025-06-13 09:30:03,ADBE,595.04,231,buy,NASDAQ
tx_0009291,2025-06-13 09:30:05,PYPL,251.27,380,sell,NASDAQ
tx_0003462,2025-06-13 09:30:06,PG,,450,sell,NYSE
tx_0002517,2025-06-13 09:30:08,DIS,179.43,548,buy,NYSE
tx_0000354,2025-06-13 09:30:08,PYPL,249.25,804,sell,NASDAQ
tx_0008360,2025-06-13 09:30:13,NVDA,198.12,599,buy,NASDAQ
tx_0000729,2025-06-13 09:30:14,DIS,180.05,273,buy,NYSE
tx_0005831,2025-06-13 09:30:16,MCD,250.49,487,sell,NYSE
tx_0005292,2025-06-13 09:30:19,NFLX,498.14,970,buy,NASDAQ
tx_0003450,2025-06-13 09:30:20,KO,55.15,774,buy,NYSE
tx_0000936,2025-06-13 09:30:22,BRK.B,280.43,962,sell,NYSE
tx_0004223,2025-06-13 09:30:22,FB,328.56,799,sell,NASDAQ
tx_0000804,2025-06-13 09:30:22,PEP,148.53,239,buy,NYSE
tx_0003236,2025-06-13 09:30:23,TSLA,706.65,782,sell,NASDAQ
tx_0006274,2025-06-13 09:30:23,DIS,178.48,985,buy,NYSE
tx_0002150,2025-06-13 09:30:24,TSLA,699.36,769,buy,NASDAQ
tx_0002788,2025-06-13 09:30:24,ADBE,598.41,119,sell,NASDAQ
tx_0007969,2025-06-13 09:30:28,PYPL,249.87,857,buy,NASDAQ
tx_0003756,2025-06-13 09:30:33,PG,138.98,700,buy,NYSE
tx_0000189,2025-06-13 09:30:33,MCD,249.28,246,sell,NYSE
tx_0007934,2025-06-13 09:30:34,WMT,138.26,958,sell,NYSE
tx_0003020,2025-06-13 09:30:39,WMT,140.14,490,sell,NYSE
tx_0000766,2025-06-13 09:30:39,GOOGL,2822.19,293,buy,NASDAQ
tx_0003932,2025-06-13 09:30:45,MCD,249.62,582,buy,NYSE
tx_0001087,2025-06-13 09:30:49,AAPL,150.97,779,buy,NASDAQ
tx_0008101,2025-06-13 09:30:49,AMZN,3517.16,363,buy,NASDAQ
tx_0007471,2025-06-13 09:30:51,PG,141.58,965,buy,NYSE
tx_0000817,2025-06-13 09:30:51,MSFT,299.91,887,sell,NASDAQ
tx_0007504,2025-06-13 09:30:54,NFLX,505.79,258,buy,NASDAQ
tx_0006957,2025-06-13 09:30:54,FB,327.91,600,buy,NASDAQ
tx_0002032,2025-06-13 09:30:55,PYPL,249.82,388,buy,NASDAQ
tx_0009276,2025-06-13 09:30:56,AMZN,3464.13,293,buy,NASDAQ
tx_0004411,2025-06-13 09:30:56,GOOGL,2825.63,157,sell,NASDAQ
tx_0006114,2025-06-13 09:30:57,FB,330.09,124,buy,NASDAQ
tx_0010000,2025-06-13 09:31:06,PEP,149.01,314,sell,NYSE
tx_0009885,2025-06-13 09:31:15,V,217.63,1000,buy,NYSE
tx_0007010,2025-06-13 09:31:17,AMZN,3526.07,119,sell,NASDAQ
tx_0009386,2025-06-13 09:31:17,AAPL,150.4,436,sell,NASDAQ
tx_0008023,2025-06-13 09:31:19,PEP,149.85,796,sell,NYSE
tx_0007872,2025-06-13 09:31:21,AAPL,148.55,695,buy,
tx_0003217,2025-06-13 09:31:22,JNJ,167.9,925,sell,NYSE
tx_0002442,2025-06-13 09:31:22,ADBE,596.93,562,buy,NASDAQ
tx_0007814,2025-06-13 09:31:22,BRK.B,281.19,541,buy,NYSE
tx_0009708,2025-06-13 09:31:23,NFLX,505.35,439,buy,NASDAQ
tx_0001895,2025-06-13 09:31:25,GOOGL,2799.48,790,sell,NASDAQ
tx_0008328,2025-06-13 09:31:29,NVDA,199.55,248,sell,NASDAQ
tx_0002816,2025-06-13 09:31:35,NFLX,496.87,663,buy,NASDAQ
tx_0005559,2025-06-13 09:31:43,AAPL,149.11,515,buy,NASDAQ
tx_0003244,2025-06-13 09:31:47,FB,330.9,988,sell,NASDAQ
tx_0001399,2025-06-13 09:31:51,AAPL,151.52,950,buy,NASDAQ
tx_0003685,2025-06-13 09:31:52,JNJ,168.55,564,buy,NYSE
tx_0008279,2025-06-13 09:32:03,PYPL,247.8,489,buy,NASDAQ
tx_0007734,2025-06-13 09:32:05,DIS,181.77,914,sell,NYSE
tx_0000356,2025-06-13 09:32:06,MCD,250.27,239,sell,NYSE
tx_0001071,2025-06-13 09:32:12,AMZN,3520.81,123,sell,NASDAQ
tx_0007971,2025-06-13 09:32:17,NVDA,201.29,311,sell,NASDAQ
tx_0006657,2025-06-13 09:32:18,PEP,149.35,829,sell,NYSE
tx_0003951,2025-06-13 09:32:18,PYPL,249.44,959,sell,NASDAQ
tx_0005120,2025-06-13 09:32:23,BRK.B,278.78,513,sell,NYSE
tx_0002019,2025-06-13 09:32:26,NFLX,498.8,634,sell,NASDAQ
tx_0001107,2025-06-13 09:32:28,PEP,148.26,896,sell,NYSE
tx_0004903,2025-06-13 09:32:34,GOOGL,2793.38,385,sell,NASDAQ
tx_0004924,2025-06-13 09:32:36,JNJ,169.75,709,buy,NYSE
tx_0004863,2025-06-13 09:32:38,PYPL,247.32,648,sell,NASDAQ
tx_0008038,2025-06-13 09:32:41,JNJ,168.65,415,sell,NYSE
tx_0009988,2025-06-13 09:32:44,ADBE,597.46,558,buy,NASDAQ
tx_0004603,2025-06-13 09:32:48,TSLA,705.72,378,buy,NASDAQ
tx_0001136,2025-06-13 09:32:49,DIS,182.28,494,buy,NYSE
tx_0005334,2025-06-13 09:32:56,JNJ,171.27,360,buy,NYSE
tx_0002310,2025-06-13 09:33:00,GOOGL,2799.22,199,sell,NASDAQ
tx_0003638,2025-06-13 09:33:04,MSFT,302.63,459,buy,NASDAQ
tx_0000987,2025-06-13 09:33:04,FB,332.7,944,sell,NASDAQ
tx_0007854,2025-06-13 09:33:07,PG,141.54,475,sell,NYSE
tx_0004125,2025-06-13 09:33:08,GOOGL,2773.31,256,sell,NASDAQ
tx_0005814,2025-06-13 09:33:12,PYPL,250.37,933,buy,NASDAQ
tx_0008983,2025-06-13 09:33:24,JNJ,171.3,605,buy,NYSE
tx_0005206,2025-06-13 09:33:26,MSFT,302.87,972,sell,NASDAQ
tx_0000479,2025-06-13 09:33:34,PG,142.28,333,sell,NYSE
tx_0008658,2025-06-13 09:33:35,WMT,140.19,514,buy,NYSE
tx_0002359,2025-06-13 09:33:38,PEP,149.54,621,buy,NYSE
tx_0001583,2025-06-13 09:33:43,JNJ,171.81,213,buy,NYSE
tx_0007125,2025-06-13 09:33:45,TSLA,709.5,391,sell,NASDAQ
tx_0004126,2025-06-13 09:33:45,AMZN,3505.19,347,sell,NASDAQ
tx_0006042,2025-06-13 09:33:47,AMZN,3522.2,896,sell,NASDAQ
tx_0005525,2025-06-13 09:33:50,NFLX,495.67,875,buy,NASDAQ
tx_0007531,2025-06-13 09:33:52,PYPL,249.73,334,sell,NASDAQ
tx_0002266,2025-06-13 09:34:02,PEP,149.15,165,sell,NYSE
tx_0004431,2025-06-13 09:34:03,MA,351.64,900,buy,NYSE
tx_0006301,2025-06-13 09:34:06,NVDA,198.93,778,buy,NASDAQ
tx_0003063,2025-06-13 09:34:08,TSLA,705.22,317,sell,NASDAQ
tx_0004555,2025-06-13 09:34:09,MCD,249.15,318,sell,NYSE
tx_0000056,2025-06-13 09:34:12,FB,330.27,180,sell,NASDAQ
tx_0001227,2025-06-13 09:34:14,MSFT,303.47,901,buy,NASDAQ
tx_0005216,2025-06-13 09:34:14,GOOGL,2774.13,419,sell,NASDAQ
tx_0009833,2025-06-13 09:34:17,GOOGL,2823.7,161,sell,NASDAQ
tx_0002126,2025-06-13 09:34:19,PYPL,247.73,542,sell,NASDAQ
tx_0003185,2025-06-13 09:34:20,KO,55.91,799,buy,NYSE
tx_0003995,2025-06-13 09:34:22,PEP,149.32,879,buy,NYSE
tx_0000617,2025-06-13 09:34:25,GOOGL,2815.46,442,buy,NASDAQ
tx_0002603,2025-06-13 09:34:28,PYPL,250.15,233,sell,NASDAQ
tx_0005955,2025-06-13 09:34:38,PG,141.1,451,sell,NYSE
tx_0006279,2025-06-13 09:34:38,TSLA,698.26,834,sell,NASDAQ
tx_0009297,2025-06-13 09:34:39,ADBE,605.49,181,sell,NASDAQ
tx_0002215,2025-06-13 09:34:39,JNJ,170.38,827,buy,NYSE
tx_0000712,2025-06-13 09:34:44,JNJ,172.21,679,sell,NYSE
tx_0005898,2025-06-13 09:34:49,BRK.B,278.22,682,buy,NYSE
tx_0000879,2025-06-13 09:34:50,GOOGL,2769.38,886,buy,NASDAQ
tx_0003140,2025-06-13 09:34:53,FB,332.09,369,buy,NASDAQ
tx_0002397,2025-06-13 09:34:55,AMZN,3501.08,772,buy,NASDAQ
tx_0004781,2025-06-13 09:35:00,NFLX,498.07,371,sell,
tx_0008737,2025-06-13 09:35:01,FB,330.04,888,buy,NASDAQ
tx_0003120,2025-06-13 09:35:02,DIS,180.89,314,buy,NYSE
tx_0007630,2025-06-13 09:35:03,MCD,250.69,799,sell,NYSE
tx_0001851,2025-06-13 09:35:04,TSLA,698.11,294,buy,NASDAQ
tx_0005453,2025-06-13 09:35:05,JNJ,171.14,266,sell,NYSE
tx_0005246,2025-06-13 09:35:09,MSFT,296.93,582,sell,NASDAQ
tx_0005662,2025-06-13 09:35:11,V,219.3,959,sell,NYSE
tx_0001714,2025-06-13 09:35:12,AMZN,3541.02,104,buy,NASDAQ
tx_0006151,2025-06-13 09:35:13,BRK.B,278.6,236,buy,NYSE
tx_0007131,2025-06-13 09:35:16,KO,55.81,815,buy,NYSE
tx_0001541,2025-06-13 09:35:17,V,219.24,115,buy,NYSE
tx_0002003,2025-06-13 09:35:18,ADBE,602.22,383,sell,NASDAQ
tx_0003303,2025-06-13 09:35:18,PEP,148.05,631,sell,NYSE
tx_0003143,2025-06-13 09:35:21,ADBE,598.97,264,sell,NASDAQ
tx_0005332,2025-06-13 09:35:28,TSLA,698.7,876,sell,NASDAQ
tx_0003521,2025-06-13 09:35:29,MSFT,301.65,741,sell,NASDAQ
tx_0005251,2025-06-13 09:35:30,TSLA,701.22,667,sell,NASDAQ
tx_0000447,2025-06-13 09:35:31,MSFT,298.84,438,buy,NASDAQ
tx_0006242,2025-06-13 09:35:35,ADBE,610.16,261,buy,NASDAQ
tx_0004876,2025-06-13 09:35:39,MA,353.07,691,buy,NYSE
tx_0007427,2025-06-13 09:35:39,MCD,248.44,451,sell,NYSE
tx_0008422,2025-06-13 09:35:44,MCD,249.11,377,sell,NYSE
tx_0002111,2025-06-13 09:35:45,V,217.08,782,buy,NYSE
tx_0003853,2025-06-13 09:35:46,TSLA,706.53,264,sell,NASDAQ
tx_0000683,2025-06-13 09:35:49,WMT,141.06,753,sell,NYSE
tx_0000830,2025-06-13 09:35:51,NFLX,500.78,634,sell,NASDAQ
tx_0001269,2025-06-13 09:35:54,BRK.B,282.97,473,buy,NYSE
tx_0004908,2025-06-13 09:35:54,NFLX,506.28,667,buy,NASDAQ
tx_0007813,2025-06-13 09:35:58,DIS,178.12,499,buy,NYSE
tx_0007871,2025-06-13 09:35:58,FB,334.16,621,buy,NASDAQ
tx_0009964,2025-06-13 09:36:01,MSFT,297.91,412,buy,NASDAQ
tx_0005441,2025-06-13 09:36:03,MSFT,298.93,875,buy,NASDAQ
tx_0000304,2025-06-13 09:36:06,WMT,138.34,460,buy,NYSE
tx_0008330,2025-06-13 09:36:09,BRK.B,283.52,304,sell,NYSE
tx_0000477,2025-06-13 09:36:11,KO,55.55,780,sell,NYSE
tx_0005089,2025-06-13 09:36:11,ADBE,600.06,568,buy,NASDAQ
tx_0006037,2025-06-13 09:36:14,WMT,138.6,624,buy,NYSE
tx_0007035,2025-06-13 09:36:14,NFLX,501.85,234,sell,NASDAQ
tx_0001290,2025-06-13 09:36:16,BRK.B,283.43,966,sell,NYSE
tx_0009916,2025-06-13 09:36:16,PG,140.6,517,buy,NYSE
tx_0004488,2025-06-13 09:36:18,PEP,148.68,265,buy,NYSE
tx_0006212,2025-06-13 09:36:25,GOOGL,2770.44,548,buy,NASDAQ
tx_0009064,2025-06-13 09:36:38,JNJ,168.13,161,buy,NYSE
tx_0003736,2025-06-13 09:36:39,KO,55.93,691,buy,NYSE
tx_0000920,2025-06-13 09:36:45,NVDA,200.02,500,buy,NASDAQ
tx_0000300,2025-06-13 09:36:46,GOOGL,2786.73,500,buy,NASDAQ
tx_0002987,2025-06-13 09:36:50,NFLX,495.76,390,buy,NASDAQ
tx_0008787,2025-06-13 09:36:50,PEP,148.9,558,buy,NYSE
tx_0007796,2025-06-13 09:36:54,MCD,249.63,121,sell,NYSE
tx_0005122,2025-06-13 09:36:56,BRK.B,281.91,699,sell,NYSE
tx_0009644,2025-06-13 09:36:56,ADBE,611.26,486,sell,NASDAQ
tx_0006095,2025-06-13 09:37:02,WMT,139.13,311,sell,NYSE
tx_0004457,2025-06-13 09:37:03,NVDA,200.37,540,buy,NASDAQ
tx_0008645,2025-06-13 09:37:03,MCD,252.05,581,buy,NYSE
tx_0007506,2025-06-13 09:37:04,MA,351.12,452,buy,NYSE
tx_0002260,2025-06-13 09:37:11,PEP,150.55,577,,NYSE
tx_0006024,2025-06-13 09:37:25,KO,55.32,254,sell,NYSE
tx_0004116,2025-06-13 09:37:27,KO,55.17,838,buy,
tx_0001975,2025-06-13 09:37:29,PG,139.67,792,sell,NYSE
tx_0005283,2025-06-13 09:37:31,WMT,139.68,262,sell,NYSE
tx_0004335,2025-06-13 09:37:32,V,219.59,198,sell,NYSE
tx_0008230,2025-06-13 09:37:33,TSLA,706.62,369,sell,NASDAQ
tx_0007563,2025-06-13 09:37:34,PEP,150.3,711,buy,NYSE
tx_0008667,2025-06-13 09:37:36,JNJ,167.89,615,buy,NYSE
tx_0007525,2025-06-13 09:37:37,NFLX,502.52,467,sell,NASDAQ
tx_0007068,2025-06-13 09:37:37,GOOGL,2741.33,423,buy,NASDAQ
tx_0008375,2025-06-13 09:37:41,AMZN,3498.78,395,sell,NASDAQ
tx_0002460,2025-06-13 09:37:43,FB,327.35,323,buy,NASDAQ
tx_0003640,2025-06-13 09:37:45,V,216.78,237,buy,NYSE
tx_0007061,2025-06-13 09:37:45,PG,140.59,936,buy,NYSE
tx_0007659,2025-06-13 09:37:45,PYPL,251.0,459,buy,NASDAQ
tx_0003903,2025-06-13 09:37:47,NFLX,497.91,490,sell,NASDAQ
tx_0003722,2025-06-13 09:37:52,NFLX,502.57,393,sell,NASDAQ
tx_0000294,2025-06-13 09:37:54,GOOGL,2763.65,491,sell,NASDAQ
tx_0003800,2025-06-13 09:37:56,PYPL,248.25,506,buy,NASDAQ
tx_0003592,2025-06-13 09:38:00,PYPL,250.5,567,buy,NASDAQ
tx_0001479,2025-06-13 09:38:01,NVDA,201.59,182,buy,NASDAQ
tx_0004364,2025-06-13 09:38:06,DIS,178.07,626,buy,NYSE
tx_0003985,2025-06-13 09:38:06,AMZN,3500.94,331,buy,NASDAQ
tx_0003689,2025-06-13 09:38:07,PYPL,248.87,992,buy,NASDAQ
tx_0004737,2025-06-13 09:38:07,NFLX,502.73,763,buy,NASDAQ
tx_0000717,2025-06-13 09:38:08,TSLA,704.28,316,buy,NASDAQ
tx_0008479,2025-06-13 09:38:10,FB,332.0,594,buy,NASDAQ
tx_0000891,2025-06-13 09:38:12,V,219.81,733,buy,NYSE
tx_0005716,2025-06-13 09:38:13,GOOGL,2781.62,827,sell,NASDAQ
tx_0008691,2025-06-13 09:38:15,NFLX,505.26,496,sell,NASDAQ
tx_0008036,2025-06-13 09:38:18,BRK.B,282.89,269,buy,NYSE
tx_0005624,2025-06-13 09:38:19,FB,332.01,660,buy,NASDAQ
tx_0009206,2025-06-13 09:38:19,PYPL,250.68,531,buy,NASDAQ
tx_0000755,2025-06-13 09:38:19,NVDA,198.2,906,sell,NASDAQ
tx_0005164,2025-06-13 09:38:20,PYPL,249.61,466,sell,NASDAQ
tx_0002663,2025-06-13 09:38:23,NVDA,198.14,234,sell,NASDAQ
tx_0004034,2025-06-13 09:38:25,BRK.B,282.29,190,buy,NYSE
tx_0005704,2025-06-13 09:38:32,MSFT,299.71,720,buy,NASDAQ
tx_0009450,2025-06-13 09:38:37,TSLA,704.37,258,sell,NASDAQ
tx_0009753,2025-06-13 09:38:38,WMT,140.17,772,sell,NYSE
tx_0005279,2025-06-13 09:38:38,TSLA,701.08,819,buy,NASDAQ
tx_0009308,2025-06-13 09:38:43,PG,140.12,756,sell,NYSE
tx_0001884,2025-06-13 09:38:47,KO,55.17,448,buy,NYSE
tx_0008040,2025-06-13 09:38:52,PG,139.7,375,buy,NYSE
tx_0006971,2025-06-13 09:38:59,FB,326.37,268,sell,NASDAQ
tx_0001275,2025-06-13 09:39:04,WMT,141.65,323,sell,NYSE
tx_0004648,2025-06-13 09:39:06,NVDA,199.43,142,sell,NASDAQ
tx_0000380,2025-06-13 09:39:08,JNJ,169.33,591,buy,NYSE
tx_0008993,2025-06-13 09:39:08,PG,139.48,957,buy,NYSE
tx_0002713,2025-06-13 09:39:23,JNJ,170.23,857,sell,NYSE
tx_0003611,2025-06-13 09:39:24,KO,55.66,145,sell,NYSE
tx_0009604,2025-06-13 09:39:31,NVDA,201.08,523,buy,NASDAQ
tx_0002772,2025-06-13 09:39:38,GOOGL,2788.39,893,buy,NASDAQ
tx_0004199,2025-06-13 09:39:38,NFLX,497.59,866,sell,NASDAQ
tx_0006157,2025-06-13 09:39:39,PYPL,248.24,637,buy,NASDAQ
tx_0001683,2025-06-13 09:39:40,JNJ,167.8,802,sell,NYSE
tx_0008530,2025-06-13 09:39:42,PG,140.26,993,buy,NYSE
tx_0004216,2025-06-13 09:39:42,PG,138.46,149,sell,NYSE
tx_0006062,2025-06-13 09:39:47,MSFT,301.58,868,buy,NASDAQ
tx_0000637,2025-06-13 09:39:47,ADBE,613.66,291,buy,NASDAQ
tx_0009239,2025-06-13 09:39:48,BRK.B,279.57,820,sell,NYSE
tx_0005214,2025-06-13 09:39:54,NFLX,499.03,708,sell,NASDAQ
tx_0004785,2025-06-13 09:39:56,AMZN,3533.16,365,sell,NASDAQ
tx_0009359,2025-06-13 09:39:56,MCD,250.02,235,buy,NYSE
tx_0002556,2025-06-13 09:39:56,PYPL,249.1,357,buy,NASDAQ
tx_0001400,2025-06-13 09:39:58,MA,353.59,439,sell,NYSE
tx_0009487,2025-06-13 09:39:58,PEP,149.56,116,sell,NYSE
tx_0007430,2025-06-13 09:40:00,ADBE,612.08,255,sell,NASDAQ
tx_0006320,2025-06-13 09:40:01,KO,55.3,732,buy,NYSE
tx_0003769,2025-06-13 09:40:01,PEP,148.74,166,sell,NYSE
tx_0003539,2025-06-13 09:40:05,DIS,180.08,749,sell,NYSE
tx_0005250,2025-06-13 09:40:06,TSLA,698.51,781,sell,NASDAQ
tx_0004827,2025-06-13 09:40:06,AAPL,151.81,342,sell,NASDAQ
tx_0007225,2025-06-13 09:40:10,V,217.95,421,sell,NYSE
tx_0004526,2025-06-13 09:40:12,AMZN,3491.32,956,sell,NASDAQ
tx_0005400,2025-06-13 09:40:19,DIS,178.16,574,buy,NYSE
tx_0000472,2025-06-13 09:40:21,ADBE,603.01,975,buy,NASDAQ
tx_0004552,2025-06-13 09:40:22,WMT,140.32,541,buy,NYSE
tx_0006385,2025-06-13 09:40:26,ADBE,613.82,655,sell,NASDAQ
tx_0004198,2025-06-13 09:40:28,MSFT,302.02,485,buy,NASDAQ
tx_0009407,2025-06-13 09:40:28,PG,140.35,593,sell,NYSE
tx_0002639,2025-06-13 09:40:31,TSLA,701.6,976,sell,NASDAQ
tx_0003254,2025-06-13 09:40:32,DIS,180.01,224,buy,NYSE
tx_0004910,2025-06-13 09:40:34,PG,139.51,553,buy,NYSE
tx_0007433,2025-06-13 09:40:34,PG,138.52,296,buy,NYSE
tx_0006247,2025-06-13 09:40:36,MCD,246.15,154,sell,NYSE
tx_0001005,2025-06-13 09:40:37,NVDA,201.02,353,buy,NASDAQ
tx_0002838,2025-06-13 09:40:37,JNJ,166.83,988,buy,NYSE
tx_0000855,2025-06-13 09:40:38,MA,353.98,790,sell,NYSE
tx_0001710,2025-06-13 09:40:38,NFLX,497.15,545,sell,NASDAQ
tx_0008215,2025-06-13 09:40:45,FB,329.44,959,buy,NASDAQ
tx_0007348,2025-06-13 09:40:45,V,217.83,111,buy,NYSE
tx_0002930,2025-06-13 09:40:48,MCD,247.17,485,buy,NYSE
tx_0004617,2025-06-13 09:40:52,BRK.B,281.03,159,buy,NYSE
tx_0005244,2025-06-13 09:40:54,BRK.B,279.22,710,buy,NYSE
tx_0004090,2025-06-13 09:40:57,KO,55.64,187,sell,NYSE
tx_0004121,2025-06-13 09:41:01,PG,139.96,398,buy,NYSE
tx_0009981,2025-06-13 09:41:03,NVDA,201.5,126,sell,NASDAQ
tx_0005033,2025-06-13 09:41:07,PEP,149.67,586,buy,NYSE
tx_0005321,2025-06-13 09:41:10,MSFT,301.59,819,buy,NASDAQ
tx_0007571,2025-06-13 09:41:11,JNJ,169.73,668,sell,NYSE
tx_0003879,2025-06-13 09:41:17,GOOGL,2777.38,919,buy,NASDAQ
tx_0009898,2025-06-13 09:41:25,PEP,149.59,372,buy,NYSE
tx_0007158,2025-06-13 09:41:28,BRK.B,282.98,132,sell,NYSE
tx_0006716,2025-06-13 09:41:29,NVDA,200.02,594,buy,NASDAQ
tx_0002336,2025-06-13 09:41:30,V,217.46,521,buy,NYSE
tx_0007590,2025-06-13 09:41:35,ADBE,605.51,509,sell,NASDAQ
tx_0009135,2025-06-13 09:41:35,NFLX,503.8,942,buy,NASDAQ
tx_0004002,2025-06-13 09:41:36,TSLA,708.71,568,sell,NASDAQ
tx_0003971,2025-06-13 09:41:40,PYPL,251.75,855,sell,NASDAQ
tx_0003474,2025-06-13 09:41:40,ADBE,610.07,331,buy,NASDAQ
tx_0004982,2025-06-13 09:41:48,NFLX,497.99,242,sell,NASDAQ
tx_0008143,2025-06-13 09:41:49,NVDA,202.07,741,buy,NASDAQ
tx_0002566,2025-06-13 09:41:50,PEP,149.99,179,sell,NYSE
