transaction_id,timestamp,stock_symbol,price,quantity,order_type,exchange
tx_0008612,2025-06-11 09:30:01,MA,349.3,932,buy,NYSE
tx_0009800,2025-06-11 09:30:01,WMT,139.31,212,sell,
tx_0001077,2025-06-11 09:30:05,AAPL,150.28,861,buy,NASDAQ
tx_0005092,2025-06-11 09:30:06,JNJ,169.35,463,sell,NYSE
tx_0000479,2025-06-11 09:30:06,FB,327.06,366,sell,NASDAQ
tx_0004837,2025-06-11 09:30:11,AAPL,148.61,149,buy,NASDAQ
tx_0008727,2025-06-11 09:30:14,FB,326.94,334,sell,NASDAQ
tx_0006716,2025-06-11 09:30:17,AMZN,3500.82,749,sell,NASDAQ
tx_0003297,2025-06-11 09:30:20,WMT,140.54,705,sell,NYSE
tx_0008270,2025-06-11 09:30:20,MCD,249.26,667,sell,NYSE
tx_0008971,2025-06-11 09:30:21,KO,55.17,882,sell,NYSE
tx_0004205,2025-06-11 09:30:22,AAPL,149.46,863,buy,NASDAQ
tx_0002533,2025-06-11 09:30:24,PEP,150.06,686,sell,NYSE
tx_0000480,2025-06-11 09:30:27,MA,351.93,195,sell,NYSE
tx_0002420,2025-06-11 09:30:33,AMZN,3540.44,856,sell,NASDAQ
tx_0004181,2025-06-11 09:30:36,PEP,149.18,778,buy,NYSE
tx_0003556,2025-06-11 09:30:37,MA,346.47,404,buy,NYSE
tx_0004077,2025-06-11 09:30:38,AMZN,3545.62,888,sell,NASDAQ
tx_0009893,2025-06-11 09:30:40,V,219.09,817,buy,NYSE
tx_0001044,2025-06-11 09:30:42,WMT,139.67,971,buy,NYSE
tx_0007819,2025-06-11 09:30:43,NFLX,505.2,357,buy,NASDAQ
tx_0007804,2025-06-11 09:30:44,AMZN,3513.71,941,sell,NASDAQ
tx_0005422,2025-06-11 09:30:46,KO,55.01,599,buy,NYSE
tx_0005302,2025-06-11 09:30:47,AMZN,3535.68,600,sell,NASDAQ
tx_0009367,2025-06-11 09:30:49,PEP,151.18,709,sell,NYSE
tx_0006060,2025-06-11 09:30:52,MSFT,299.99,215,sell,NASDAQ
tx_0006561,2025-06-11 09:30:54,PEP,151.4,905,sell,NYSE
tx_0005046,2025-06-11 09:30:58,PYPL,250.14,227,buy,NASDAQ
tx_0005491,2025-06-11 09:31:02,PEP,149.89,468,buy,NYSE
tx_0000340,2025-06-11 09:31:04,MSFT,299.87,116,buy,NASDAQ
tx_0000381,2025-06-11 09:31:10,MA,352.6,662,sell,NYSE
tx_0008748,2025-06-11 09:31:12,GOOGL,2811.52,875,sell,NASDAQ
tx_0000804,2025-06-11 09:31:13,KO,54.52,330,buy,NYSE
tx_0005271,2025-06-11 09:31:13,PEP,150.26,393,buy,NYSE
tx_0005336,2025-06-11 09:31:18,NVDA,199.61,521,sell,NASDAQ
tx_0007731,2025-06-11 09:31:19,NFLX,501.12,132,sell,NASDAQ
tx_0005015,2025-06-11 09:31:20,WMT,139.87,131,buy,NYSE
tx_0009131,2025-06-11 09:31:23,DIS,182.49,880,buy,NYSE
tx_0002613,2025-06-11 09:31:24,KO,54.89,134,sell,NYSE
tx_0002821,2025-06-11 09:31:24,FB,331.2,841,buy,NASDAQ
tx_0008229,2025-06-11 09:31:27,PEP,149.5,619,buy,NYSE
tx_0007529,2025-06-11 09:31:27,AAPL,149.89,414,sell,NASDAQ
tx_0009001,2025-06-11 09:31:28,PG,141.28,271,buy,NYSE
tx_0006386,2025-06-11 09:31:28,JNJ,172.11,749,sell,NYSE
tx_0003286,2025-06-11 09:31:28,NVDA,202.31,569,buy,NASDAQ
tx_0007405,2025-06-11 09:31:31,PYPL,247.68,827,buy,NASDAQ
tx_0003792,2025-06-11 09:31:32,PG,141.19,379,buy,NYSE
tx_0006230,2025-06-11 09:31:32,MA,345.53,458,sell,NYSE
