transaction_id,timestamp,stock_symbol,price,quantity,order_type,exchange
tx_0001240,2025-06-19 09:30:01,PG,140.45,853,sell,NYSE
tx_0007339,2025-06-19 09:30:04,MA,349.14,511,sell,NYSE
tx_0008266,2025-06-19 09:30:06,MA,349.42,881,buy,NYSE
tx_0002794,2025-06-19 09:30:07,JNJ,169.33,675,sell,NYSE
tx_0003458,2025-06-19 09:30:12,NFLX,501.78,151,buy,NASDAQ
tx_0001565,2025-06-19 09:30:12,ADBE,594.06,694,buy,NASDAQ
tx_0007265,2025-06-19 09:30:18,PG,140.31,845,sell,NYSE
tx_0009359,2025-06-19 09:30:19,NVDA,200.78,349,sell,NASDAQ
tx_0005190,2025-06-19 09:30:19,NVDA,198.2,430,sell,NASDAQ
tx_0004687,2025-06-19 09:30:19,AMZN,3470.34,126,buy,NASDAQ
tx_0008703,2025-06-19 09:30:19,PYPL,248.45,246,sell,NASDAQ
tx_0005082,2025-06-19 09:30:22,PEP,150.51,160,sell,NYSE
tx_0001353,2025-06-19 09:30:24,NVDA,198.4,377,,NASDAQ
tx_0007842,2025-06-19 09:30:24,DIS,180.21,163,sell,NYSE
tx_0000981,2025-06-19 09:30:29,DIS,180.61,778,buy,NYSE
tx_0004455,2025-06-19 09:30:33,AAPL,150.0,776,sell,NASDAQ
tx_0007650,2025-06-19 09:30:34,NVDA,200.84,440,buy,NASDAQ
tx_0000101,2025-06-19 09:30:36,ADBE,591.92,175,buy,NASDAQ
tx_0000798,2025-06-19 09:30:38,AAPL,151.02,128,buy,NASDAQ
tx_0008732,2025-06-19 09:30:42,V,218.17,612,buy,NYSE
tx_0006857,2025-06-19 09:30:43,JNJ,171.44,315,buy,NYSE
tx_0008055,2025-06-19 09:30:48,BRK.B,282.17,345,sell,NYSE
tx_0000385,2025-06-19 09:30:49,GOOGL,2814.83,640,buy,NASDAQ
tx_0005560,2025-06-19 09:30:51,WMT,140.07,802,sell,NYSE
tx_0004379,2025-06-19 09:30:54,MSFT,298.88,407,buy,NASDAQ
tx_0001018,2025-06-19 09:30:55,WMT,139.77,948,sell,NYSE
tx_0004152,2025-06-19 09:30:55,AAPL,150.83,545,buy,NASDAQ
tx_0003707,2025-06-19 09:31:03,JNJ,171.14,936,buy,NYSE
tx_0002416,2025-06-19 09:31:03,NVDA,200.63,637,buy,NASDAQ
tx_0004430,2025-06-19 09:31:03,PYPL,249.8,164,sell,NASDAQ
tx_0006391,2025-06-19 09:31:11,JNJ,171.39,281,sell,NYSE
tx_0001312,2025-06-19 09:31:15,AAPL,150.11,886,buy,NASDAQ
tx_0001105,2025-06-19 09:31:15,DIS,181.94,475,sell,NYSE
tx_0001319,2025-06-19 09:31:19,GOOGL,2813.99,688,buy,NASDAQ
tx_0003715,2025-06-19 09:31:20,PYPL,248.16,196,sell,NASDAQ
tx_0009309,2025-06-19 09:31:23,MSFT,300.62,841,sell,NASDAQ
tx_0001326,2025-06-19 09:31:27,PG,139.5,498,sell,NYSE
tx_0003762,2025-06-19 09:31:27,MCD,250.12,130,buy,NYSE
tx_0006249,2025-06-19 09:31:30,WMT,139.02,782,buy,NYSE
tx_0000882,2025-06-19 09:31:30,AAPL,150.1,811,buy,NASDAQ
tx_0005749,2025-06-19 09:31:32,FB,333.52,714,buy,NASDAQ
tx_0008051,2025-06-19 09:31:34,NFLX,499.13,219,buy,NASDAQ
tx_0009587,2025-06-19 09:31:37,MSFT,302.51,252,buy,NASDAQ
tx_0007213,2025-06-19 09:31:37,BRK.B,282.64,183,buy,NYSE
tx_0007337,2025-06-19 09:31:38,JNJ,172.12,382,buy,NYSE
tx_0001844,2025-06-19 09:31:41,NVDA,200.84,703,sell,NASDAQ
tx_0006445,2025-06-19 09:31:45,FB,328.23,341,buy,NASDAQ
tx_0006534,2025-06-19 09:31:49,NVDA,200.49,644,buy,NASDAQ
tx_0000649,2025-06-19 09:31:51,AMZN,3523.25,903,sell,NASDAQ
tx_0003682,2025-06-19 09:31:51,FB,329.41,475,buy,NASDAQ
tx_0004241,2025-06-19 09:31:53,KO,55.72,238,buy,NYSE
tx_0001815,2025-06-19 09:31:53,MCD,250.26,301,sell,NYSE
tx_0008397,2025-06-19 09:31:57,V,217.16,426,sell,NYSE
tx_0007998,2025-06-19 09:32:00,DIS,181.67,176,buy,NYSE
tx_0004738,2025-06-19 09:32:03,DIS,181.13,119,buy,NYSE
tx_0009473,2025-06-19 09:32:15,NFLX,501.86,709,sell,NASDAQ
tx_0004955,2025-06-19 09:32:15,DIS,181.29,761,sell,NYSE
tx_0005871,2025-06-19 09:32:19,PEP,149.71,940,buy,NYSE
tx_0007417,2025-06-19 09:32:19,V,218.88,638,buy,NYSE
tx_0000233,2025-06-19 09:32:25,MCD,247.03,749,sell,NYSE
tx_0000105,2025-06-19 09:32:26,AAPL,149.7,925,sell,NASDAQ
tx_0004585,2025-06-19 09:32:28,MA,352.51,704,buy,NYSE
tx_0002601,2025-06-19 09:32:29,TSLA,702.11,890,sell,NASDAQ
tx_0001042,2025-06-19 09:32:31,AMZN,3535.5,221,buy,NASDAQ
tx_0007212,2025-06-19 09:32:33,PEP,148.87,551,buy,NYSE
tx_0008636,2025-06-19 09:32:37,WMT,140.9,867,buy,NYSE
tx_0009654,2025-06-19 09:32:40,PG,138.75,316,buy,NYSE
tx_0009725,2025-06-19 09:32:43,WMT,140.1,360,buy,NYSE
tx_0003100,2025-06-19 09:32:44,MSFT,300.45,925,buy,NASDAQ
tx_0005225,2025-06-19 09:32:44,WMT,141.35,219,buy,NYSE
tx_0007293,2025-06-19 09:32:48,PYPL,247.71,456,sell,NASDAQ
tx_0004934,2025-06-19 09:32:49,JNJ,171.29,592,sell,NYSE
tx_0009232,2025-06-19 09:32:49,TSLA,699.65,460,buy,NASDAQ
tx_0009480,2025-06-19 09:32:51,WMT,139.52,878,sell,NYSE
tx_0008663,2025-06-19 09:32:57,MCD,251.4,491,buy,NYSE
tx_0007815,2025-06-19 09:32:57,V,217.94,978,buy,NYSE
tx_0003137,2025-06-19 09:32:59,GOOGL,2788.01,131,buy,NASDAQ
tx_0006816,2025-06-19 09:33:03,PG,138.85,602,buy,NYSE
tx_0003288,2025-06-19 09:33:04,AAPL,149.79,170,sell,NASDAQ
tx_0002569,2025-06-19 09:33:08,TSLA,700.31,911,buy,NASDAQ
tx_0001076,2025-06-19 09:33:10,ADBE,590.35,291,buy,NASDAQ
tx_0008870,2025-06-19 09:33:12,AMZN,3545.55,184,buy,NASDAQ
tx_0004728,2025-06-19 09:33:13,NVDA,199.14,726,buy,NASDAQ
tx_0003025,2025-06-19 09:33:13,BRK.B,277.24,765,buy,NYSE
tx_0003372,2025-06-19 09:33:13,GOOGL,2773.23,361,buy,NASDAQ
tx_0004043,2025-06-19 09:33:17,PEP,148.34,351,buy,NYSE
tx_0004869,2025-06-19 09:33:20,JNJ,170.53,563,sell,NYSE
tx_0000868,2025-06-19 09:33:20,BRK.B,281.62,767,buy,NYSE
tx_0009659,2025-06-19 09:33:21,ADBE,586.93,307,buy,NASDAQ
tx_0005187,2025-06-19 09:33:21,AMZN,3537.94,930,buy,NASDAQ
tx_0005371,2025-06-19 09:33:24,ADBE,595.76,599,sell,NASDAQ
tx_0005341,2025-06-19 09:33:24,PYPL,247.29,246,sell,NASDAQ
tx_0005755,2025-06-19 09:33:25,PG,138.35,805,sell,NYSE
tx_0000483,2025-06-19 09:33:27,ADBE,587.8,893,sell,NASDAQ
tx_0001381,2025-06-19 09:33:29,NFLX,500.48,183,buy,NASDAQ
tx_0008927,2025-06-19 09:33:34,AMZN,,629,sell,NASDAQ
tx_0000848,2025-06-19 09:33:45,JNJ,169.66,537,sell,NYSE
tx_0002935,2025-06-19 09:33:47,PYPL,252.06,196,buy,NASDAQ
tx_0006859,2025-06-19 09:33:47,AMZN,3557.36,152,sell,NASDAQ
tx_0006730,2025-06-19 09:33:51,TSLA,,805,sell,NASDAQ
tx_0004462,2025-06-19 09:33:54,MSFT,296.72,897,sell,NASDAQ
