transaction_id,timestamp,stock_symbol,price,quantity,order_type,exchange
tx_0006825,2025-06-18 09:30:00,PYPL,247.75,742,buy,NASDAQ
tx_0001376,2025-06-18 09:30:02,PG,141.06,387,buy,NYSE
tx_0003114,2025-06-18 09:30:02,FB,332.45,208,buy,NASDAQ
tx_0007111,2025-06-18 09:30:03,GOOGL,2779.85,829,buy,NASDAQ
tx_0003872,2025-06-18 09:30:04,DIS,178.75,454,buy,NYSE
tx_0004948,2025-06-18 09:30:07,ADBE,595.13,469,sell,NASDAQ
tx_0009765,2025-06-18 09:30:09,MCD,250.05,406,sell,NYSE
tx_0004630,2025-06-18 09:30:09,MA,350.08,355,buy,NYSE
tx_0006857,2025-06-18 09:30:11,V,220.09,635,sell,NYSE
tx_0009710,2025-06-18 09:30:13,FB,330.22,736,sell,NASDAQ
tx_0004338,2025-06-18 09:30:13,WMT,140.02,784,sell,NYSE
tx_0003236,2025-06-18 09:30:14,FB,327.24,394,buy,NASDAQ
tx_0007985,2025-06-18 09:30:15,MA,352.33,401,sell,NYSE
tx_0007406,2025-06-18 09:30:15,ADBE,596.09,563,sell,NASDAQ
tx_0004240,2025-06-18 09:30:16,ADBE,595.93,764,sell,NASDAQ
tx_0000987,2025-06-18 09:30:17,AAPL,149.03,881,sell,NASDAQ
tx_0007101,2025-06-18 09:30:27,AAPL,148.6,127,sell,NASDAQ
tx_0003284,2025-06-18 09:30:27,JNJ,169.99,129,buy,NYSE
tx_0002485,2025-06-18 09:30:28,WMT,140.79,455,sell,NYSE
tx_0007182,2025-06-18 09:30:29,TSLA,699.44,551,sell,NASDAQ
tx_0001497,2025-06-18 09:30:30,V,218.69,302,sell,NYSE
tx_0009242,2025-06-18 09:30:31,V,220.6,743,buy,
tx_0009154,2025-06-18 09:30:35,MA,349.82,204,buy,NYSE
tx_0007293,2025-06-18 09:30:35,KO,55.17,982,buy,NYSE
tx_0002588,2025-06-18 09:30:36,GOOGL,2776.28,686,buy,NASDAQ
tx_0003271,2025-06-18 09:30:37,ADBE,604.68,212,sell,NASDAQ
tx_0007734,2025-06-18 09:30:38,PEP,149.9,311,sell,NYSE
tx_0001416,2025-06-18 09:30:39,PEP,150.11,735,sell,NYSE
tx_0005993,2025-06-18 09:30:40,NFLX,496.37,991,buy,NASDAQ
tx_0004452,2025-06-18 09:30:43,GOOGL,2767.46,218,sell,NASDAQ
tx_0007038,2025-06-18 09:30:44,NVDA,198.83,644,buy,NASDAQ
tx_0006837,2025-06-18 09:30:45,MSFT,301.79,608,sell,NASDAQ
tx_0001209,2025-06-18 09:30:46,DIS,178.11,262,buy,NYSE
tx_0008446,2025-06-18 09:30:47,NVDA,198.92,776,buy,NASDAQ
tx_0002242,2025-06-18 09:30:48,PEP,151.2,312,sell,NYSE
tx_0005336,2025-06-18 09:30:50,PEP,149.87,103,buy,NYSE
tx_0003500,2025-06-18 09:30:55,WMT,141.08,638,sell,NYSE
tx_0006554,2025-06-18 09:30:59,FB,326.36,245,sell,NASDAQ
tx_0002601,2025-06-18 09:31:01,BRK.B,278.49,809,buy,NYSE
tx_0006548,2025-06-18 09:31:02,KO,55.37,770,sell,NYSE
tx_0000981,2025-06-18 09:31:03,KO,54.5,954,buy,NYSE
tx_0003511,2025-06-18 09:31:04,JNJ,171.01,171,sell,NYSE
tx_0005237,2025-06-18 09:31:04,AMZN,3451.26,889,sell,NASDAQ
tx_0007281,2025-06-18 09:31:08,ADBE,600.98,110,sell,NASDAQ
