transaction_id,timestamp,stock_symbol,price,quantity,order_type,exchange
tx_0000749,2025-06-09 09:30:00,V,219.16,832,sell,NYSE
tx_0006029,2025-06-09 09:30:00,NFLX,498.29,713,buy,NASDAQ
tx_0002812,2025-06-09 09:30:01,FB,326.94,218,buy,NASDAQ
tx_0002790,2025-06-09 09:30:07,FB,329.71,431,sell,NASDAQ
tx_0009100,2025-06-09 09:30:08,KO,55.04,961,buy,NYSE
tx_0003165,2025-06-09 09:30:14,GOOGL,2809.63,809,sell,NASDAQ
tx_0005505,2025-06-09 09:30:16,PG,,447,buy,NYSE
tx_0007615,2025-06-09 09:30:19,GOOGL,2815.02,188,sell,NASDAQ
tx_0007774,2025-06-09 09:30:19,NFLX,497.1,805,buy,NASDAQ
tx_0007411,2025-06-09 09:30:20,BRK.B,278.73,912,sell,NYSE
tx_0004993,2025-06-09 09:30:24,MCD,250.09,551,buy,NYSE
tx_0001042,2025-06-09 09:30:28,NVDA,198.94,413,buy,NASDAQ
tx_0008718,2025-06-09 09:30:28,FB,330.07,337,buy,NASDAQ
tx_0001397,2025-06-09 09:30:33,JNJ,168.88,362,buy,NYSE
tx_0002189,2025-06-09 09:30:35,FB,331.2,691,buy,NASDAQ
tx_0002042,2025-06-09 09:30:35,PG,139.91,241,buy,NYSE
tx_0002984,2025-06-09 09:30:39,AMZN,3516.29,206,sell,NASDAQ
tx_0005502,2025-06-09 09:30:40,MCD,248.37,924,sell,NYSE
tx_0002708,2025-06-09 09:30:43,WMT,141.35,804,sell,NYSE
tx_0009791,2025-06-09 09:30:48,GOOGL,2800.87,552,buy,NASDAQ
tx_0004761,2025-06-09 09:30:51,ADBE,600.62,784,sell,NASDAQ
tx_0001886,2025-06-09 09:30:54,MSFT,300.96,502,buy,NASDAQ
tx_0008480,2025-06-09 09:30:55,JNJ,168.89,712,buy,NYSE
tx_0009314,2025-06-09 09:30:55,BRK.B,279.34,465,buy,NYSE
tx_0001106,2025-06-09 09:30:57,NVDA,198.51,788,buy,NASDAQ
tx_0007261,2025-06-09 09:31:08,GOOGL,2781.75,790,buy,NASDAQ
tx_0008553,2025-06-09 09:31:10,PYPL,250.9,987,buy,NASDAQ
tx_0001303,2025-06-09 09:31:11,DIS,178.62,534,sell,NYSE
tx_0009096,2025-06-09 09:31:13,FB,327.22,370,buy,NASDAQ
tx_0002313,2025-06-09 09:31:14,TSLA,700.49,380,buy,NASDAQ
tx_0009162,2025-06-09 09:31:17,FB,330.38,955,sell,NASDAQ
tx_0003943,2025-06-09 09:31:23,PEP,149.52,265,sell,NYSE
tx_0006897,2025-06-09 09:31:24,DIS,178.33,634,buy,NYSE
tx_0002454,2025-06-09 09:31:24,MCD,248.8,292,buy,NYSE
tx_0001609,2025-06-09 09:31:24,PYPL,251.07,776,buy,NASDAQ
tx_0007188,2025-06-09 09:31:26,PEP,151.18,368,buy,NYSE
tx_0002680,2025-06-09 09:31:28,JNJ,170.08,712,,NYSE
tx_0004574,2025-06-09 09:31:30,MA,348.47,932,sell,NYSE
tx_0008571,2025-06-09 09:31:32,AMZN,3485.94,445,sell,NASDAQ
tx_0005677,2025-06-09 09:31:36,AAPL,148.75,129,sell,NASDAQ
tx_0006602,2025-06-09 09:31:36,PG,139.38,756,buy,NYSE
