transaction_id,timestamp,stock_symbol,price,quantity,order_type,exchange
tx_0005602,2025-06-17 09:30:00,GOOGL,2823.34,243,sell,NASDAQ
tx_0008788,2025-06-17 09:30:06,JNJ,169.62,566,buy,NYSE
tx_0000991,2025-06-17 09:30:07,V,221.34,317,buy,NYSE
tx_0006518,2025-06-17 09:30:12,WMT,140.04,719,buy,NYSE
tx_0000934,2025-06-17 09:30:16,TSLA,694.16,771,sell,NASDAQ
tx_0002046,2025-06-17 09:30:18,V,219.84,903,buy,NYSE
tx_0002101,2025-06-17 09:30:19,KO,54.59,434,sell,NYSE
tx_0007876,2025-06-17 09:30:20,WMT,141.38,652,sell,NYSE
tx_0008766,2025-06-17 09:30:21,WMT,140.2,655,buy,NYSE
tx_0003594,2025-06-17 09:30:23,PEP,151.23,731,buy,NYSE
tx_0001710,2025-06-17 09:30:24,TSLA,704.34,794,buy,NASDAQ
tx_0007119,2025-06-17 09:30:25,AAPL,148.51,582,buy,NASDAQ
tx_0003849,2025-06-17 09:30:26,NFLX,496.98,859,buy,NASDAQ
tx_0001832,2025-06-17 09:30:32,AMZN,3469.79,560,buy,NASDAQ
tx_0002535,2025-06-17 09:30:35,PEP,149.31,933,buy,NYSE
tx_0008613,2025-06-17 09:30:37,KO,55.06,826,buy,NYSE
tx_0003747,2025-06-17 09:30:38,AAPL,148.26,913,buy,NASDAQ
tx_0008252,2025-06-17 09:30:39,DIS,180.63,684,sell,NYSE
tx_0008870,2025-06-17 09:30:41,NVDA,197.88,921,sell,NASDAQ
tx_0006905,2025-06-17 09:30:43,BRK.B,279.06,468,buy,NYSE
tx_0004766,2025-06-17 09:30:43,BRK.B,280.26,258,sell,NYSE
tx_0002810,2025-06-17 09:30:44,NFLX,493.78,289,buy,NASDAQ
tx_0005720,2025-06-17 09:30:48,PYPL,250.64,800,buy,NASDAQ
tx_0002509,2025-06-17 09:30:50,FB,328.56,415,buy,NASDAQ
tx_0004637,2025-06-17 09:30:51,AAPL,150.58,153,buy,NASDAQ
tx_0006185,2025-06-17 09:30:52,PYPL,247.26,180,sell,NASDAQ
tx_0000522,2025-06-17 09:30:54,PEP,150.09,413,sell,NYSE
tx_0002712,2025-06-17 09:30:54,PEP,151.02,273,buy,NYSE
tx_0002942,2025-06-17 09:30:58,JNJ,168.47,760,sell,NYSE
tx_0000982,2025-06-17 09:31:03,MA,348.45,655,buy,NYSE
tx_0004111,2025-06-17 09:31:05,PEP,150.23,736,sell,NYSE
tx_0004039,2025-06-17 09:31:13,KO,55.11,678,buy,NYSE
tx_0000106,2025-06-17 09:31:15,AAPL,148.97,163,buy,
tx_0002138,2025-06-17 09:31:16,MCD,252.78,570,sell,NYSE
tx_0000911,2025-06-17 09:31:19,AAPL,148.51,180,buy,NASDAQ
tx_0007302,2025-06-17 09:31:21,WMT,139.79,562,sell,NYSE
tx_0008544,2025-06-17 09:31:28,NVDA,198.13,670,buy,NASDAQ
tx_0007344,2025-06-17 09:31:31,NFLX,498.35,506,buy,NASDAQ
tx_0005734,2025-06-17 09:31:37,DIS,181.36,127,sell,NYSE
tx_0005404,2025-06-17 09:31:44,DIS,181.82,785,buy,NYSE
tx_0005465,2025-06-17 09:31:47,MCD,251.45,889,sell,NYSE
tx_0001177,2025-06-17 09:31:48,KO,54.29,765,sell,NYSE
tx_0006036,2025-06-17 09:31:52,TSLA,709.76,126,sell,NASDAQ
tx_0002134,2025-06-17 09:31:55,PG,139.22,774,sell,NYSE
tx_0003957,2025-06-17 09:31:55,TSLA,703.28,630,buy,NASDAQ
tx_0004529,2025-06-17 09:32:00,MA,349.2,204,buy,NYSE
tx_0007803,2025-06-17 09:32:02,MCD,248.37,712,buy,NYSE
tx_0007569,2025-06-17 09:32:04,NVDA,199.71,472,buy,NASDAQ
tx_0007325,2025-06-17 09:32:09,PEP,150.43,864,sell,NYSE
tx_0009589,2025-06-17 09:32:16,WMT,140.35,490,buy,NYSE
tx_0002832,2025-06-17 09:32:18,FB,329.73,225,sell,NASDAQ
tx_0007790,2025-06-17 09:32:22,PEP,150.99,340,sell,NYSE
tx_0003768,2025-06-17 09:32:23,DIS,180.91,401,sell,NYSE
tx_0009838,2025-06-17 09:32:24,GOOGL,2828.84,961,buy,NASDAQ
tx_0008702,2025-06-17 09:32:29,NVDA,199.61,470,sell,NASDAQ
tx_0006220,2025-06-17 09:32:32,FB,328.0,832,sell,NASDAQ
tx_0009761,2025-06-17 09:32:37,BRK.B,283.07,101,buy,NYSE
tx_0009520,2025-06-17 09:32:43,TSLA,713.16,499,buy,NASDAQ
tx_0001876,2025-06-17 09:32:44,MCD,250.04,520,sell,NYSE
tx_0005383,2025-06-17 09:32:45,MA,348.39,310,sell,NYSE
tx_0000591,2025-06-17 09:32:47,FB,329.98,714,sell,NASDAQ
tx_0001436,2025-06-17 09:32:48,TSLA,709.07,810,,NASDAQ
tx_0002088,2025-06-17 09:32:52,WMT,138.12,342,,NYSE
tx_0008819,2025-06-17 09:32:59,PYPL,250.31,966,buy,NASDAQ
